CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
2.13,45.0,1.1,1.3,4.33,2.4,10.43,2.5,7.8,269.0,CENTRO,8
2.16,43.0,1.3,1.5,4.36,2.7,11.17,2.6,10.3,284.0,CENTRO,9
2.33,40.0,1.7,2.8,6.55,4.5,16.51,2.6,7.0,309.0,CENTRO,10
2.42,39.0,2.0,3.5,11.03,5.4,28.43,2.8,5.9,11.0,CENTRO,11
2.36,53.0,1.5,2.4,8.86,4.0,23.32,2.9,5.8,59.0,CENTRO,12
2.19,58.0,1.4,1.5,6.85,2.9,22.95,2.8,9.0,28.0,CENTRO,13
2.23,66.0,1.2,1.1,5.49,2.3,16.89,2.9,9.0,44.0,CENTRO,14
2.17,64.0,1.4,1.3,6.03,2.6,18.06,2.9,9.6,37.0,CENTRO,15
2.16,68.0,1.2,0.9,6.28,2.1,18.05,2.8,8.4,35.0,CENTRO,16
2.15,55.0,1.2,0.8,6.64,2.0,16.58,2.7,9.4,15.0,CENTRO,17
2.12,47.0,1.1500000000000001,0.9,7.3,2.1,16.62,2.8,8.4,24.0,CENTRO,18
2.2,47.0,1.1,0.7,7.4,1.8,17.58,2.7,5.5,6.0,CENTRO,19
2.125,39.5,17.200000000000003,1.125,8.015,17.975,19.08833333333333,2.7,4.675,10.75,CENTRO,20
2.05,32.0,33.300000000000004,1.55,8.63,34.150000000000006,20.596666666666664,2.7,3.85,15.5,CENTRO,21
1.9749999999999999,24.5,49.400000000000006,1.975,9.245,50.325,22.105,2.7,3.0250000000000004,20.25,CENTRO,22
1.9,17.0,65.5,2.4,9.86,66.5,23.613333333333333,2.7,2.2,25.0,CENTRO,23
2.37,35.0,1.0,1.4,10.475,2.3,25.121666666666666,2.7,7.9,78.0,CENTRO,0
2.3,20.0,1.0,3.1,11.09,4.1,26.63,2.8,2.9,351.0,CENTRO,1
2.32,15.0,1.0333333333333334,3.4,12.31,4.5,27.07,3.0,3.3,324.0,CENTRO,2
2.48,18.0,1.0666666666666667,2.4,13.82,3.6,31.22,3.0,1.3,343.0,CENTRO,3
2.41,14.0,1.1,2.7,13.46,3.9,29.83,2.9,1.9,274.0,CENTRO,4
2.37,13.0,1.1,2.8,13.92,3.9,32.54,2.8,2.9,326.0,CENTRO,5
2.43,8.0,1.5,3.6,16.16,5.0,38.74,2.7,3.0,29.0,CENTRO,6
2.65,8.0,1.7,3.3,20.1,5.0,42.79,2.7,0.9,266.0,CENTRO,7
2.47,19.0,2.3,3.2,19.03,5.4,46.66,3.4,3.1,286.0,CENTRO,8
2.46,26.0,2.1,2.8,23.17,4.8,54.17,3.4,3.6,8.0,CENTRO,9
2.38,41.0,1.6,2.8,21.19,4.5,51.82,4.4,4.1,82.0,CENTRO,10
2.34,49.0,1.5,2.3,21.33,3.7,45.53,3.9,5.5,21.0,CENTRO,11
2.42,60.0,1.2,1.5,18.33,2.7,36.48,3.8,5.6,38.0,CENTRO,12
2.26,54.0,1.1,0.6,12.98,1.7,23.01,3.3,6.8,67.0,CENTRO,13
2.19,51.0,1.0,0.5666666666666667,10.29,1.5,20.8,3.1,7.4,25.0,CENTRO,14
2.17,54.0,1.0,0.5333333333333333,8.74,1.4,18.22,3.0,7.1,33.0,CENTRO,15
2.14,58.0,1.1,0.5,9.0,1.6,17.29,2.9,7.7,16.0,CENTRO,16
2.16,57.0,1.1,0.8,10.25,1.9,21.04,3.0,9.5,72.0,CENTRO,17
2.18,53.0,1.0,0.9,11.49,2.0,22.37,2.9,9.3,100.0,CENTRO,18
2.2,44.0,1.1,0.9,9.71,2.0,23.52,2.7,12.6,95.0,CENTRO,19
2.19,41.0,1.0,0.8,9.92,1.8,22.33,2.8,12.0,125.0,CENTRO,20
2.16,48.0,1.0,0.6,9.3,1.6,15.8,2.7,6.5,116.0,CENTRO,21
2.17,45.0,1.0333333333333334,0.7,9.27,1.7,15.33,2.6,4.8,118.0,CENTRO,22
2.17,43.0,1.0666666666666667,0.7,9.77,1.7,16.64,2.5,4.6,65.0,CENTRO,23
2.16,38.0,1.1,0.6,9.36,1.6,16.08,2.5,3.6,70.0,CENTRO,0
2.16,38.0,1.1,0.5,9.34,1.6,15.04,2.5500000000000003,0.9,93.0,CENTRO,1
2.18,30.0,1.2,0.9,9.98,2.2,17.1,2.6,1.1,217.0,CENTRO,2
2.17,29.0,1.3,1.0,10.39,2.2,17.16,2.6500000000000004,1.0,195.0,CENTRO,3
2.17,26.0,1.3,1.1,11.79,2.5,21.88,2.7,1.2,268.0,CENTRO,4
2.29,15.0,1.7,2.6,13.99,4.3,28.03,2.9,0.9,245.0,CENTRO,5
2.67,8.0,2.4,3.9,17.85,6.2,41.51,3.0,3.2,248.0,CENTRO,6
2.53,13.0,4.1,4.0,18.43,8.2,46.82,3.4,2.4,254.0,CENTRO,7
2.51,16.0,3.4,3.9,19.61,7.3,58.11,3.7,3.7,250.0,CENTRO,8
2.38,30.0,2.5,3.3,16.92,5.8,53.93,4.1,3.5,359.0,CENTRO,9
2.6,30.0,3.3,4.9,22.64,8.2,67.13,3.9,2.9,33.0,CENTRO,10
2.6,46.0,2.3,4.0,20.65,6.3,56.06,3.9,4.6,358.0,CENTRO,11
2.37,58.0,2.1,3.4,16.36,5.5,48.25,5.8,5.8,109.0,CENTRO,12
2.22,82.0,1.8,1.4,13.61,3.3,34.12,3.3,7.8,76.0,CENTRO,13
2.21,82.0,1.8,2.1,14.77,3.8,43.56,4.1,9.2,67.0,CENTRO,14
2.17,73.0,2.7,2.1,12.35,4.8,37.33,4.0,10.4,78.0,CENTRO,15
2.16,68.0,2.5,1.5,11.55,4.0,33.26,3.5,9.8,91.0,CENTRO,16
2.18,69.0,1.7,1.2,12.11,2.9,30.3,3.3,10.7,78.0,CENTRO,17
2.18,54.0,1.4,1.2,10.29,2.6,26.22,3.1,12.5,98.0,CENTRO,18
2.17,53.0,1.1,1.0,9.94,2.1,24.78,4.8,10.8,110.0,CENTRO,19
2.19,48.0,1.1,1.3,10.79,2.5,23.64,6.7,9.7,105.0,CENTRO,20
2.16,44.0,1.1142857142857143,1.0,9.75,2.1,20.2,4.6,7.7,128.0,CENTRO,21
2.14,43.0,1.1285714285714286,0.7,8.98,1.7,19.89,3.4,7.2,140.0,CENTRO,22
2.13,42.0,1.1428571428571428,0.5,8.81,1.7,16.33,3.8,6.3,145.0,CENTRO,23
2.1,46.0,1.1571428571428573,0.5,7.94,1.4,15.7,2.9,6.5,149.0,CENTRO,0
2.1,44.0,1.1714285714285715,0.5,8.01,1.4,15.54,2.8,4.1,138.0,CENTRO,1
2.11,37.0,1.1857142857142857,0.5,8.2,1.5,15.67,2.8,2.0,186.0,CENTRO,2
2.16,26.0,1.2,1.3,10.78,2.6,22.6,2.6,1.7,301.0,CENTRO,3
2.3,19.0,1.3,2.2,14.68,3.6,35.28,2.8,3.7,45.0,CENTRO,4
2.32,6.0,1.5,3.0,14.98,4.4,35.14,2.9,2.0,214.0,CENTRO,5
2.31,11.0,2.1,2.9,15.07,5.0,34.53,2.8,1.3,275.0,CENTRO,6
2.46,7.0,3.7,3.1,16.56,6.9,45.78,3.0,1.1,237.0,CENTRO,7
2.5,13.0,3.6,3.6,18.96,7.2,52.53,3.5,2.1,42.0,CENTRO,8
2.64,18.0,4.5,4.8,20.71,9.4,62.35,3.8,2.9,58.0,CENTRO,9
2.76,23.0,5.2,7.1,30.71,12.3,86.82,5.1,3.6,30.0,CENTRO,10
2.62,43.0,2.7,5.3,26.79,7.9,84.32,6.2,6.3,71.0,CENTRO,11
2.52,67.0,1.7,4.2,30.44,6.0,90.19,4.6,8.0,76.0,CENTRO,12
2.35,68.0,1.6,2.6,21.32,4.1,57.67,4.0,9.8,64.0,CENTRO,13
2.27,71.0,1.4,1.6,19.12,3.0,61.46,4.5,11.4,65.0,CENTRO,14
2.23,62.0,1.5,1.6,18.54,3.1,65.88,3.9,11.6,79.0,CENTRO,15
2.23,55.0,1.6,1.35,21.5,3.2,117.51,3.2,12.1,89.0,CENTRO,16
2.22,54.0,1.4,1.1,15.75,2.6,48.55,3.1,12.6,95.0,CENTRO,17
2.22,49.0,1.2,1.3,14.88,2.6,43.46,3.2,11.5,91.0,CENTRO,18
2.22,45.0,1.1,1.0,13.74,2.2,30.42,3.9,10.9,100.0,CENTRO,19
2.21,39.0,1.1,1.0,11.81,2.2,25.07,3.3,9.6,105.0,CENTRO,20
2.2,35.0,1.1166666666666667,0.7999999999999999,11.07,2.1,22.27,2.9,7.5,141.0,CENTRO,21
2.17,35.0,1.1333333333333333,0.6,10.19,1.6,21.01,2.6,7.2,146.0,CENTRO,22
2.16,33.0,1.1500000000000001,0.7666666666666666,9.29,1.5,18.52,2.6,6.9,134.0,CENTRO,23
2.15,27.0,1.1666666666666667,0.9333333333333333,8.58,1.3,19.56,2.575,7.9,135.0,CENTRO,0
2.15,24.0,1.1833333333333333,1.0999999999999999,8.88,1.3,20.17,2.55,7.6,90.0,CENTRO,1
2.17,16.0,1.2,1.2666666666666666,8.92,1.5,21.01,2.525,7.3,64.0,CENTRO,2
2.17,13.0,1.3,1.4333333333333333,8.9,1.6,20.07,2.5,4.9,59.0,CENTRO,3
2.2,7.0,2.7,1.6,13.16,4.3,31.83,3.2,4.2,52.0,CENTRO,4
2.22,6.0,2.9,1.8,17.59,4.7,36.43,3.5,3.2,75.0,CENTRO,5
2.29,6.0,4.2,1.7,16.7,6.0,40.59,3.4,3.8,62.0,CENTRO,6
2.34,7.0,4.1,1.8,16.99,6.0,41.14,3.1,2.6,112.0,CENTRO,7
2.54,8.0,5.1,2.2,21.92,7.3,49.94,3.1,1.7,65.0,CENTRO,8
2.76,12.0,5.2,3.1,28.94,8.3,69.38,3.1999999999999997,4.4,27.0,CENTRO,9
2.73,21.0,3.6,3.9,32.24,7.5,71.96,3.3,5.0,66.0,CENTRO,10
2.63,26.0,3.2,4.3,37.41,7.4,108.38,3.6,8.7,35.0,CENTRO,11
2.47,40.0,2.4,4.6,42.38,7.0,144.55,5.6,8.9,55.0,CENTRO,12
2.36,62.0,1.6,2.4,29.8,4.0,56.17,5.6,11.0,78.0,CENTRO,13
2.29,57.0,1.5,1.3,29.15,2.7,58.2,5.8,11.9,107.0,CENTRO,14
2.24,44.0,1.3,0.9,18.86,2.2,40.86,3.6,11.6,112.0,CENTRO,15
2.26,35.0,1.5,0.9,18.63,2.3,43.0,3.1,13.3,93.0,CENTRO,16
2.25,32.0,1.4,0.8,16.32,2.2,39.32,2.9,13.4,96.0,CENTRO,17
2.26,29.0,1.5,0.9,15.03,2.3,31.75,3.0,12.3,95.0,CENTRO,18
2.24,29.0,1.3,0.8,14.88,2.1,32.72,2.8,11.9,91.0,CENTRO,19
2.22,28.0,1.2,0.7,13.34,1.8,35.61,2.9,11.4,93.0,CENTRO,20
2.21,27.0,1.2,0.6,14.14,1.7,29.22,2.7,8.1,136.0,CENTRO,21
2.2,27.0,1.22,0.7,15.44,1.6,29.82,2.8,8.4,137.0,CENTRO,22
2.21,24.0,1.24,0.7999999999999999,14.86,1.5,28.02,2.8,8.2,92.0,CENTRO,23
2.2,21.0,1.26,0.9,14.24,1.4,29.14,2.7,6.1,113.0,CENTRO,0
2.19,21.0,1.28,1.0,13.39,1.2,27.18,2.7,8.6,113.0,CENTRO,1
2.21,16.0,1.3,1.0999999999999999,12.7,1.5,27.21,3.0,6.8,59.0,CENTRO,2
2.22,7.0,2.5,1.2,13.1,3.7,32.52,3.3,6.8,54.0,CENTRO,3
2.21,10.0,1.8,0.8,12.41,2.5,31.16,3.9,6.4,61.0,CENTRO,4
2.22,6.0,2.4,1.0,17.92,3.5,37.92,4.3,5.4,61.0,CENTRO,5
2.26,5.0,2.9,1.4,22.24,4.3,42.83,4.4,4.8,35.0,CENTRO,6
2.35,5.0,4.8,1.5,21.74,6.3,53.8,5.0,4.9,53.0,CENTRO,7
2.43,6.0,3.6,1.4,19.35,4.9,57.81,4.3,5.3,75.0,CENTRO,8
2.58,11.0,5.0,2.0,29.32,7.1,77.16,5.3,5.2,55.0,CENTRO,9
2.59,14.0,4.5,2.8,35.86,7.3,85.2,5.7,7.1,55.0,CENTRO,10
2.44,25.0,3.1,2.5,29.58,5.6,70.89,7.0,7.7,58.0,CENTRO,11
2.37,40.0,1.5,1.2,22.79,2.7,62.03,4.2,10.5,54.0,CENTRO,12
2.31,33.0,1.5,0.8,18.78,2.2,44.02,3.6,12.4,90.0,CENTRO,13
2.27,35.0,1.4,0.6,18.55,1.9,40.84,3.2,12.9,99.0,CENTRO,14
2.28,33.0,1.4,0.7,18.57,2.0,49.97,3.0,13.9,90.0,CENTRO,15
2.29,31.0,1.45,0.7,18.57,2.1,48.17,3.1,11.9,111.0,CENTRO,16
2.28,29.0,1.5,0.65,19.18,2.0,46.02,3.0,15.4,94.0,CENTRO,17
2.27,26.0,1.5,0.6,18.11,2.1,35.56,2.8,12.2,98.0,CENTRO,18
2.26,24.0,1.3,0.55,16.984285714285715,1.9,34.072857142857146,2.8,12.2,98.0,CENTRO,19
2.23,21.0,1.2,0.5,15.858571428571429,1.7,32.58571428571429,2.7,10.8,103.0,CENTRO,20
2.21,23.0,1.2,0.5,14.732857142857142,1.5,31.09857142857143,2.8,11.2,117.0,CENTRO,21
2.23,18.0,1.22,0.5,13.607142857142858,1.6,29.611428571428572,2.8,10.0,96.0,CENTRO,22
2.2,17.0,1.24,0.5285714285714286,12.481428571428571,1.4,28.124285714285715,2.7,10.1,138.0,CENTRO,23
2.2,16.0,1.26,0.5571428571428572,11.355714285714287,1.3,26.637142857142855,2.7,8.4,125.0,CENTRO,0
2.21,15.0,1.28,0.5857142857142857,10.23,1.3,25.15,2.65,8.1,119.0,CENTRO,1
2.2,12.0,1.3,0.6142857142857142,10.06,1.5,24.58,2.6,7.7,59.0,CENTRO,2
2.2,11.0,1.5,0.6428571428571428,9.9,1.7,24.11,2.6,7.8,58.0,CENTRO,3
2.22,10.0,1.6,0.6714285714285714,11.14,2.0,28.22,2.7,6.4,47.0,CENTRO,4
2.22,10.0,1.6,0.7,11.82,2.2,28.9,2.9,5.0,53.0,CENTRO,5
2.29,6.0,2.5,1.2,12.81,3.6,33.37,2.8,4.2,61.0,CENTRO,6
2.34,5.0,2.6,1.2,13.29,3.9,32.29,3.1,5.2,71.0,CENTRO,7
2.44,9.0,2.8,1.3,15.22,4.1,40.46,3.0,6.2,83.0,CENTRO,8
2.48,11.0,3.7,1.6,20.53,5.3,51.48,3.5,7.0,68.0,CENTRO,9
2.41,19.0,2.3,1.3,18.05,3.6,45.45,3.4,7.5,69.0,CENTRO,10
2.35,28.0,1.6,1.0,17.41,2.7,42.08,3.1,9.1,76.0,CENTRO,11
2.31,31.0,1.5,0.8,17.15,2.2,40.17,2.9,8.7,68.0,CENTRO,12
2.26,31.0,1.4,0.5,16.33,1.8,32.67,2.8,10.5,128.0,CENTRO,13
2.29,31.0,1.5,0.6,15.61,2.0,38.67,2.8,12.6,103.0,CENTRO,14
2.29,28.0,1.5,0.6,12.44,2.0,38.66,2.95,14.9,92.0,CENTRO,15
2.3,27.0,1.4749999999999999,0.7,16.21,2.2,73.18,3.1,14.9,89.0,CENTRO,16
2.29,23.0,1.45,0.7,11.19,2.2,34.52,2.9,13.1,99.0,CENTRO,17
2.27,23.0,1.4249999999999998,0.6,10.54,2.1,31.02,2.9,11.9,104.0,CENTRO,18
2.27,21.0,1.4,0.7,10.04142857142857,2.1,29.012857142857143,2.8,13.2,108.0,CENTRO,19
2.25,20.0,1.2,0.6,9.542857142857143,1.7,27.005714285714284,2.7,10.8,149.0,CENTRO,20
2.24,19.0,1.1,0.6,9.044285714285714,1.7,24.998571428571427,2.7,11.2,139.0,CENTRO,21
2.24,20.0,1.2,0.62,8.545714285714284,1.6,22.99142857142857,2.65,8.5,130.0,CENTRO,22
2.25,19.0,1.2,0.64,8.047142857142857,1.6,20.98428571428571,2.6,9.9,100.0,CENTRO,23
2.21,20.0,1.1,0.6599999999999999,7.548571428571428,1.4,18.977142857142855,2.7,11.6,121.0,CENTRO,0
2.2,21.0,1.1,0.6799999999999999,7.05,1.1,16.97,2.7,10.0,113.0,CENTRO,1
2.25,16.0,1.2,0.7,8.35,1.8,22.31,2.65,5.6,41.0,CENTRO,2
2.23,16.0,1.2,0.7,7.71,1.6,19.87,2.6,6.3,47.0,CENTRO,3
2.23,16.0,1.1,0.7,7.59,1.6,18.24,2.7,6.1,51.0,CENTRO,4
2.24,13.0,1.3,0.7,7.48,1.9,18.95,2.7,4.2,53.0,CENTRO,5
2.27,10.0,1.4,1.3,7.74,2.7,20.59,2.7333333333333334,4.1,48.0,CENTRO,6
2.32,10.0,1.5,1.2,7.84,2.8,23.53,2.7666666666666666,5.5,76.0,CENTRO,7
2.44,10.0,2.7,1.7,12.65,4.4,46.35,2.8,5.6,80.0,CENTRO,8
2.44,11.0,3.1,1.8,16.19,4.9,47.25,3.4,6.0,57.0,CENTRO,9
2.38,21.0,2.3,1.4,14.14,3.7,37.79,4.1,6.0,65.0,CENTRO,10
2.32,28.0,1.7,1.1,11.65,2.9,30.28,3.5,8.6,42.0,CENTRO,11
2.28,30.0,1.4,0.6,9.05,1.9,35.72,3.0,10.8,104.0,CENTRO,12
2.25,32.0,1.4,0.7066666666666667,7.77,1.7,25.48,2.9,12.7,129.0,CENTRO,13
2.24,32.0,1.3,0.8133333333333334,6.38,1.6,21.26,2.9,13.1,140.0,CENTRO,14
2.23,32.0,1.3,0.92,6.61,1.6,16.82,2.8,12.9,145.0,CENTRO,15
2.28,33.0,1.2,1.0266666666666666,10.04,1.5,23.76,2.8,13.4,140.0,CENTRO,16
2.35,32.0,1.3,2.9,7.17,1.6,18.0,2.7,11.8,122.0,CENTRO,17
2.34,30.0,1.4,3.2,5.88,1.6,16.59,2.6,11.0,124.0,CENTRO,18
2.33,29.0,1.2,3.5,7.93,1.575,18.62,2.7,10.0,123.0,CENTRO,19
2.29,28.0,1.2,3.6,8.91,1.55,20.71,2.7,11.5,150.0,CENTRO,20
2.32,26.0,1.1500000000000001,3.3,10.07,1.525,22.93,2.6,11.0,143.0,CENTRO,21
2.26,27.0,1.1,3.1,8.0,1.5,20.83,2.5,12.6,148.0,CENTRO,22
2.28,26.0,1.2,1.7733333333333334,8.24,1.5,22.59,2.7,10.8,132.0,CENTRO,23
2.22,29.0,1.2,1.8800000000000001,7.08,1.3,20.22,2.7,13.3,142.0,CENTRO,0
2.21,31.0,1.3,1.9866666666666668,5.98,1.2,17.74,2.5,9.1,122.0,CENTRO,1
2.22,28.0,1.4,2.0933333333333337,6.13,1.6,18.28,2.7,6.2,43.0,CENTRO,2
2.23,15.0,1.5,2.2,8.39,3.7,24.82,3.8,6.7,23.0,CENTRO,3
2.24,14.0,1.3,2.4,10.95,3.8,33.8,4.2,4.6,10.0,CENTRO,4
2.34,19.0,1.2,1.3,9.76,2.6,27.89,3.0,3.6,358.0,CENTRO,5
2.33,13.0,1.4,2.2,11.37,3.6,31.47,3.0,4.3,44.0,CENTRO,6
2.38,13.0,1.5,2.0,12.1,3.4,34.41,3.1,4.2,19.0,CENTRO,7
2.8,18.0,1.9,1.9,14.33,3.8,40.39,3.5,4.6,18.0,CENTRO,8
2.79,23.0,2.4,2.4,20.74,4.8,49.7,4.2,4.9,20.0,CENTRO,9
2.67,30.0,2.3,2.7,24.36,5.0,55.41,4.4,6.1,20.0,CENTRO,10
2.38,35.0,2.4,2.8,20.59,5.2,48.6,7.7,7.6,47.0,CENTRO,11
2.29,46.0,1.5,1.0,12.25,2.4,31.44,5.0,6.0,58.0,CENTRO,12
2.25,43.0,1.4,0.5,9.34,1.7,23.53,3.7,8.8,96.0,CENTRO,13
2.23,40.0,1.4,0.53,7.9,1.4,21.97,3.1,10.4,126.0,CENTRO,14
2.22,37.0,1.3,0.56,8.93,1.4,32.28,3.0,15.4,136.0,CENTRO,15
2.22,35.0,1.4,0.59,10.04,1.5,34.74,2.8,15.3,142.0,CENTRO,16
2.2,37.0,1.5,0.62,9.15,1.5,36.41,2.8,17.2,141.0,CENTRO,17
2.19,40.0,1.3,3.2,7.74,1.3,34.04,2.7,14.2,133.0,CENTRO,18
2.21,36.0,1.3,0.68,9.53,1.4,32.8,2.8,11.2,141.0,CENTRO,19
2.24,32.0,1.2,0.7100000000000001,11.13,1.6,33.31,2.8,8.7,117.0,CENTRO,20
2.25,31.0,1.2,0.7400000000000001,11.33,1.5,33.45,2.7,7.9,148.0,CENTRO,21
2.23,33.0,1.3,0.77,8.29,1.5,27.84,2.7,10.0,154.0,CENTRO,22
2.22,31.0,1.3,0.8,6.79,2.0,20.47,2.8,9.4,121.0,CENTRO,23
2.24,32.0,1.2,0.9,6.01,2.1,20.39,2.8,6.9,61.0,CENTRO,0
2.2,35.0,1.2,1.4500000000000002,4.95,1.4,14.28,2.7,9.3,105.0,CENTRO,1
2.25,22.0,1.5,2.0,7.7,3.4,23.51,3.8,6.3,31.0,CENTRO,2
2.26,14.0,2.0,3.0,9.67,4.9,29.89,5.3,6.5,29.0,CENTRO,3
2.26,7.0,3.3,4.1,10.4,7.4,34.28,11.5,4.5,55.0,CENTRO,4
2.37,12.0,1.7,3.2,9.33,4.9,31.42,7.7,4.0,7.0,CENTRO,5
2.4,11.0,1.5,3.1,11.03,4.6,33.24,4.3,3.2,10.0,CENTRO,6
2.67,9.0,2.6,3.6,11.14,6.2,32.47,4.3,3.3,14.0,CENTRO,7
3.13,14.0,3.8,3.8,15.93,7.5,46.9,5.4,4.2,25.0,CENTRO,8
3.13,16.0,5.7,5.0,21.09,10.7,65.62,6.9,4.2,13.0,CENTRO,9
2.84,18.0,7.0,5.8,27.46,12.8,93.31,16.6,7.4,41.0,CENTRO,10
2.7983333333333333,20.166666666666668,18.516666666666666,4.916666666666666,27.312941176470588,23.433333333333334,86.93071428571429,14.750000000000002,8.0,57.166666666666664,CENTRO,11
2.7566666666666664,22.333333333333332,30.03333333333333,4.033333333333333,27.16588235294118,34.06666666666666,80.55142857142857,12.9,8.6,73.33333333333333,CENTRO,12
2.715,24.5,41.55,3.1499999999999995,27.018823529411765,44.699999999999996,74.17214285714286,11.05,9.2,89.5,CENTRO,13
2.6733333333333333,26.666666666666668,53.06666666666666,2.266666666666666,26.871764705882352,55.33333333333333,67.79285714285714,9.200000000000001,9.8,105.66666666666666,CENTRO,14
2.6316666666666664,28.833333333333332,64.58333333333333,1.3833333333333329,24.59,65.96666666666667,54.0,7.35,10.4,121.83333333333333,CENTRO,15
2.59,31.0,76.1,0.5,21.97,76.6,49.5,5.5,11.0,138.0,CENTRO,16
2.42,34.0,1.0,0.9,20.11,1.8,43.0,3.4,13.3,110.0,CENTRO,17
2.39,34.0,1.0,0.7,19.44,1.6,41.47,3.1,14.7,135.0,CENTRO,18
2.37,30.0,1.0,0.7,18.34,1.5,39.0,3.0,14.7,134.0,CENTRO,19
2.36,28.0,1.0,0.6,18.425,1.5,29.517142857142858,2.9,12.4,145.0,CENTRO,20
2.34,27.0,1.0,0.55,18.445,1.45,23.137857142857143,2.8,11.7,145.0,CENTRO,21
2.31,28.0,1.0,0.5,18.11,1.4,16.75857142857143,2.7,10.3,158.0,CENTRO,22
2.29,29.0,1.0,0.24999999999999997,25.54823529411765,1.1,10.379285714285716,2.6,9.5,159.0,CENTRO,23
2.28,29.0,1.0,0.0,25.401176470588236,1.0,4.0,2.7,7.1,121.0,CENTRO,0
2.32,24.0,1.0,0.6,25.254117647058823,1.6,6.0,2.6,5.5,54.0,CENTRO,1
2.34,10.0,1.6,2.3,25.107058823529414,3.9,8.0,4.7,5.7,31.0,CENTRO,2
2.34,9.0,1.9,2.3,24.96,4.2,41.0,6.0,4.4,25.0,CENTRO,3
2.38,7.0,2.0,2.7,24.55,4.6,32.0,6.5,4.7,9.0,CENTRO,4
2.37,6.0,1.8,2.5,18.85,4.3,36.0,4.4,4.9,11.0,CENTRO,5
2.54,7.0,1.5,2.2,17.58,3.8,36.0,3.4,4.0,14.0,CENTRO,6
2.56,6.0,2.9,2.6,19.77,5.5,36.0,3.3,4.6,51.0,CENTRO,7
2.61,9.0,4.9,2.8,25.89,7.7,42.0,4.9,4.4,51.0,CENTRO,8
2.79,15.0,3.3,2.9,31.88,6.2,73.0,5.3,5.2,17.0,CENTRO,9
2.84,20.0,3.1,3.0,40.77,6.1,65.0,5.3,6.1,45.0,CENTRO,10
2.69,28.0,2.7,3.5,40.97,6.2,72.0,5.1,5.8,39.0,CENTRO,11
2.69,49.0,1.7,3.4,38.87,5.2,66.0,4.4,6.3,67.0,CENTRO,12
2.64,71.0,1.4,3.6,36.48,5.0,60.0,5.8,7.0,58.0,CENTRO,13
2.54,86.0,1.2,2.4,28.13,3.7,66.0,5.8,7.3,73.0,CENTRO,14
2.45,65.0,1.3,1.2,19.03,2.4,58.0,3.9,8.0,77.0,CENTRO,15
2.37,44.0,1.2,0.6,12.24,1.8,38.0,3.2,12.1,125.0,CENTRO,16
2.37,36.0,1.3,0.6,10.65,1.9,23.0,3.1,11.2,129.0,CENTRO,17
2.34,32.0,1.3,0.6,10.61,1.8,13.0,3.0,11.3,134.0,CENTRO,18
2.33,30.0,1.3,0.5,15.58,1.7,25.0,2.8,12.0,151.0,CENTRO,19
2.32,27.0,1.2,0.3,21.07,1.5,40.0,2.9,13.5,152.0,CENTRO,20
2.32,26.0,1.2,0.6,22.84,1.7,44.0,2.9,14.6,140.0,CENTRO,21
2.3,25.0,1.2,0.3,22.73,1.5,40.0,2.8,13.3,142.0,CENTRO,22
2.33,23.0,1.2,0.7,22.28,1.9,42.0,2.7,5.3,88.0,CENTRO,23
2.31,23.0,1.2,0.5,21.8,1.7,28.0,2.7,5.9,113.0,CENTRO,0
2.28,26.0,1.3,0.1,19.0,1.4,32.0,2.8,7.0,107.0,CENTRO,1
2.28,25.0,1.3,0.2,18.12,1.5,27.0,2.8,5.7,60.0,CENTRO,2
2.3,12.0,1.8,2.0,20.42,3.8,22.0,3.9,4.5,29.0,CENTRO,3
2.35,11.0,1.5,2.0,23.45,3.6,30.0,3.9,6.0,39.0,CENTRO,4
2.37,9.0,2.7,2.4,27.8,5.1,36.0,4.9,4.2,49.0,CENTRO,5
2.41,7.0,1.7,2.3,27.77,4.1,41.0,5.1,3.4,93.0,CENTRO,6
2.48,6.0,2.5,2.5,29.32,5.0,47.0,4.1,3.7,92.0,CENTRO,7
2.61,7.0,4.2,2.6,31.14,6.8,69.0,4.5,3.4,80.0,CENTRO,8
2.68,8.0,4.1,2.9,34.94,7.0,52.0,4.7,4.7,76.0,CENTRO,9
2.72,14.0,3.9,3.3,40.57,7.2,63.0,5.1,3.9,94.0,CENTRO,10
2.79,34.0,2.4,3.7,45.92,6.1,69.0,4.7,4.5,65.0,CENTRO,11
2.88,50.0,2.1,4.5,48.17,6.6,76.0,5.4,6.3,39.0,CENTRO,12
2.75,74.0,1.8,4.9,47.82,6.7,83.0,8.9,7.6,70.0,CENTRO,13
2.63,112.0,1.3,2.0,40.39,3.3,91.0,5.2,7.8,67.0,CENTRO,14
2.54,87.0,1.4,1.3,33.94,2.7,76.0,4.0,9.0,81.0,CENTRO,15
2.4,51.0,1.5,0.6,21.42,2.0,61.0,3.4,12.3,143.0,CENTRO,16
2.38,38.0,1.5,0.6,17.69,1.9,36.0,3.1,11.5,129.0,CENTRO,17
2.36,34.0,1.5,0.5,14.57,1.9,29.0,3.1,11.5,116.0,CENTRO,18
2.33,30.0,1.5,0.4,14.91,1.9,20.0,3.0,11.8,128.0,CENTRO,19
2.35,23.0,1.5,0.6,18.44,2.0,29.0,2.9,10.4,149.0,CENTRO,20
2.34,20.0,1.5,0.7,20.13,2.1,39.0,2.9,10.4,147.0,CENTRO,21
