parameter,date,SE,SE_b,NE,NE_b,CE,CE_b,NO,NO_b,SO,SO_b,NO2,NO2_b,Norte,NTE_b,NE2,NE2_b,SE2,SE2_b,SO2,SO2_b,SE3,SE3_b,SUR,SUR_b,Norte2,NTE2_b,NE3,NE3_b
PM10 ,2020-05-20 12:00:00.000,64.0, ,59.47, ,66.0, ,48.01, ,103.0, ,93.0, ,61.0, ,61.0, ,33.0, ,90.0, ,86.0, ,82.0, ,66.0, ,, 
PM10 ,2020-05-20 13:00:00.000,83.0, ,58.41, ,62.0, ,47.39, ,97.0, ,91.0, ,45.0, ,60.0, ,35.0, ,77.0, ,68.0, ,80.0, ,76.0, ,, 
PM10 ,2020-05-20 14:00:00.000,57.0, ,65.21, ,60.0, ,48.2, ,99.0, ,96.0, ,48.0, ,60.0, ,43.0, ,90.0, ,74.0, ,77.0, ,67.0, ,, 
PM10 ,2020-05-20 15:00:00.000,59.0, ,64.07, ,53.0, ,51.61, ,318.0, ,92.0, ,48.0, ,75.0, ,62.0, ,90.0, ,71.0, ,76.0, ,71.0, ,, 
PM10 ,2020-05-20 16:00:00.000,48.0, ,60.74, ,42.0, ,45.78, ,127.0, ,72.0, ,57.0, ,67.0, ,75.0, ,51.0, ,86.0, ,75.0, ,66.0, ,, 
PM10 ,2020-05-20 17:00:00.000,60.0, ,68.43, ,46.0, ,52.69, ,71.0, ,75.0, ,60.0, ,82.0, ,69.0, ,70.0, ,87.0, ,59.0, ,74.0, ,, 
PM10 ,2020-05-20 18:00:00.000,48.0, ,68.65, ,46.0, ,47.51, ,72.0, ,87.0, ,55.0, ,220.0, ,56.0, ,55.0, ,84.0, ,48.0, ,73.0, ,, 
PM10 ,2020-05-20 19:00:00.000,48.0, ,51.95, ,40.0, ,36.16, ,57.0, ,90.0, ,43.0, ,68.0, ,66.0, ,55.0, ,79.0, ,54.0, ,62.0, ,, 
PM10 ,2020-05-20 20:00:00.000,44.0, ,55.6, ,34.0, ,38.08, ,44.0, ,64.0, ,34.0, ,64.0, ,53.0, ,54.0, ,84.0, ,55.0, ,42.0, ,, 
PM10 ,2020-05-20 21:00:00.000,46.0, ,59.42, ,28.0, ,40.41, ,37.0, ,51.0, ,26.0, ,71.0, ,60.0, ,37.0, ,89.0, ,63.0, ,42.0, ,, 
PM10 ,2020-05-20 22:00:00.000,28.0, ,65.8, ,23.0, ,38.35, ,2.0, ,45.0, ,29.0, ,62.0, ,70.0, ,53.0, ,104.0, ,59.0, ,49.0, ,, 
PM10 ,2020-05-20 23:00:00.000,53.0, ,63.72, ,31.0, ,41.09, ,53.0, ,50.0, ,23.0, ,65.0, ,75.0, ,52.0, ,74.0, ,63.0, ,46.0, ,, 
PM10 ,2020-05-21 00:00:00.000,47.0, ,66.94, ,41.0, ,43.11, ,42.0, ,49.0, ,45.0, ,78.0, ,48.0, ,60.0, ,79.0, ,50.0, ,58.0, ,, 
PM10 ,2020-05-21 01:00:00.000,51.0, ,64.15, ,37.0, ,38.84, ,31.0, ,60.0, ,42.0, ,71.0, ,53.0, ,61.0, ,86.0, ,51.0, ,54.0, ,, 
PM10 ,2020-05-21 02:00:00.000,41.0, ,62.61, ,36.0, ,38.97, ,32.0, ,66.0, ,54.0, ,73.0, ,50.0, ,70.0, ,70.0, ,68.0, ,52.0, ,, 
PM10 ,2020-05-21 03:00:00.000,46.0, ,63.25, ,61.0, ,40.98, ,47.0, ,71.0, ,51.0, ,60.0, ,47.0, ,66.0, ,66.0, ,53.0, ,52.0, ,, 
PM10 ,2020-05-21 04:00:00.000,46.0, ,56.12, ,50.0, ,39.78, ,48.0, ,62.0, ,50.0, ,95.0, ,47.0, ,61.0, ,69.0, ,64.0, ,54.0, ,, 
PM10 ,2020-05-21 05:00:00.000,46.0, ,56.45, ,51.0, ,38.53, ,54.0, ,63.0, ,48.0, ,65.0, ,40.0, ,102.0, ,71.0, ,46.0, ,42.0, ,, 
PM10 ,2020-05-21 06:00:00.000,47.0, ,63.41, ,39.0, ,41.4, ,48.0, ,50.0, ,50.0, ,53.0, ,40.0, ,93.0, ,64.0, ,60.0, ,52.0, ,, 
PM10 ,2020-05-21 07:00:00.000,54.0, ,64.04, ,47.0, ,46.8, ,42.0, ,53.0, ,53.0, ,62.0, ,35.0, ,98.0, ,88.0, ,65.0, ,51.0, ,, 
PM10 ,2020-05-21 08:00:00.000,50.0, ,77.58, ,49.0, ,46.15, ,50.0, ,58.0, ,63.0, ,64.0, ,38.0, ,87.0, ,83.0, ,66.0, ,59.0, ,, 
PM10 ,2020-05-21 09:00:00.000,49.0, ,70.29, ,41.0, ,36.42, ,55.0, ,61.0, ,59.0, ,66.0, ,39.0, ,72.0, ,91.0, ,75.0, ,58.0, ,, 
PM10 ,2020-05-21 10:00:00.000,48.0, ,69.14, ,52.0, ,41.35, ,59.0, ,51.0, ,68.0, ,83.0, ,42.0, ,112.0, ,77.0, ,60.0, ,64.0, ,, 
PM10 ,2020-05-21 11:00:00.000,55.0, ,75.67, ,53.0, ,49.25, ,52.0, ,58.0, ,69.0, ,97.0, ,43.0, ,81.0, ,88.0, ,44.0, ,67.0, ,, 
PM10 ,2020-05-21 12:00:00.000,55.0, ,78.07, ,51.0, ,54.3, ,60.0, ,68.0, ,63.0, ,74.0, ,44.0, ,78.0, ,105.0, ,60.0, ,88.0, ,, 
PM10 ,2020-05-21 13:00:00.000,62.0, ,74.83, ,46.0, ,51.19, ,66.0, ,70.0, ,75.0, ,77.0, ,66.0, ,61.0, ,81.0, ,56.0, ,89.0, ,, 
PM10 ,2020-05-21 14:00:00.000,42.0, ,71.87, ,40.0, ,38.21, ,61.0, ,70.0, ,87.0, ,87.0, ,72.0, ,55.0, ,92.0, ,53.0, ,67.0, ,, 
PM10 ,2020-05-21 15:00:00.000,38.0, ,73.09, ,28.0, ,36.51, ,54.0, ,57.0, ,69.0, ,68.0, ,63.0, ,45.0, ,86.0, ,52.0, ,53.0, ,, 
PM10 ,2020-05-21 16:00:00.000,37.0, ,68.7, ,32.0, ,35.14, ,56.0, ,58.0, ,50.0, ,82.0, ,69.0, ,41.0, ,92.0, ,59.0, ,61.0, ,, 
PM10 ,2020-05-21 17:00:00.000,42.0, ,72.64, ,36.0, ,48.5, ,53.0, ,58.0, ,50.0, ,70.0, ,80.0, ,42.0, ,100.0, ,60.0, ,54.0, ,, 
PM10 ,2020-05-21 18:00:00.000,57.0, ,65.72, ,40.0, ,53.54, ,91.0, ,69.0, ,52.0, ,72.0, ,67.0, ,39.0, ,94.0, ,60.0, ,71.0, ,, 
PM10 ,2020-05-21 19:00:00.000,53.0, ,56.97, ,53.0, ,48.41, ,76.0, ,94.0, ,50.0, ,68.0, ,60.0, ,69.0, ,94.0, ,74.0, ,82.0, ,, 
PM10 ,2020-05-21 20:00:00.000,44.0, ,56.02, ,56.0, ,43.24, ,16.0, ,80.0, ,37.0, ,49.0, ,47.0, ,58.0, ,69.0, ,107.0, ,64.0, ,, 
PM10 ,2020-05-21 21:00:00.000,40.0, ,48.55, ,45.0, ,39.51, ,32.0, ,61.0, ,31.0, ,42.0, ,54.0, ,63.0, ,73.0, ,77.0, ,62.0, ,, 
PM10 ,2020-05-21 22:00:00.000,35.0, ,45.9, ,31.0, ,33.46, ,28.0, ,55.0, ,8.0, ,43.0, ,50.0, ,62.0, ,63.0, ,61.0, ,58.0, ,, 
PM10 ,2020-05-21 23:00:00.000,38.0, ,40.3, ,26.0, ,36.78, ,29.0, ,38.0, ,27.0, ,35.0, ,54.0, ,46.0, ,53.0, ,46.0, ,41.0, ,, 
PM10 ,2020-05-22 00:00:00.000,35.0, ,42.88, ,37.0, ,30.7, ,22.0, ,45.0, ,36.0, ,38.0, ,43.0, ,57.0, ,59.0, ,57.0, ,39.0, ,, 
PM10 ,2020-05-22 01:00:00.000,29.0, ,44.81, ,24.0, ,35.44, ,27.0, ,50.0, ,29.0, ,31.0, ,40.0, ,43.0, ,44.0, ,47.0, ,36.0, ,, 
PM10 ,2020-05-22 02:00:00.000,37.0, ,29.61, ,20.0, ,33.93, ,22.0, ,47.0, ,46.0, ,28.0, ,31.0, ,53.0, ,37.0, ,46.0, ,32.0, ,, 
PM10 ,2020-05-22 03:00:00.000,39.0, ,89.82, ,21.0, ,27.48, ,20.0, ,39.0, ,32.0, ,20.0, ,21.0, ,48.0, ,58.0, ,43.0, ,32.0, ,, 
PM10 ,2020-05-22 04:00:00.000,30.0, ,36.11, ,29.0, ,29.38, ,21.0, ,53.0, ,23.0, ,27.0, ,27.0, ,63.0, ,35.0, ,39.0, ,42.0, ,, 
PM10 ,2020-05-22 05:00:00.000,26.0, ,27.29, ,33.0, ,29.37, ,29.0, ,42.0, ,30.0, ,28.0, ,44.0, ,50.0, ,39.0, ,38.0, ,39.0, ,, 
PM10 ,2020-05-22 06:00:00.000,21.0, ,30.15, ,43.0, ,46.83, ,36.0, ,46.0, ,22.0, ,21.0, ,28.0, ,57.0, ,34.0, ,41.0, ,32.0, ,, 
PM10 ,2020-05-22 07:00:00.000,34.0, ,31.78, ,49.0, ,44.07, ,47.0, ,40.0, ,33.0, ,32.0, ,33.0, ,59.0, ,38.0, ,39.0, ,41.0, ,, 
PM10 ,2020-05-22 08:00:00.000,37.0, ,39.48, ,41.0, ,43.53, ,89.0, ,69.0, ,46.0, ,35.0, ,23.0, ,52.0, ,52.0, ,44.0, ,56.0, ,, 
PM10 ,2020-05-22 09:00:00.000,47.0, ,47.15, ,52.0, ,43.82, ,99.0, ,62.0, ,36.0, ,48.0, ,35.0, ,78.0, ,64.0, ,65.0, ,57.0, ,, 
PM10 ,2020-05-22 10:00:00.000,52.0, ,49.21, ,49.0, ,42.88, ,79.0, ,65.0, ,58.0, ,43.0, ,26.0, ,55.0, ,61.0, ,82.0, ,58.0, ,, 
PM10 ,2020-05-22 11:00:00.000,41.0, ,42.03, ,51.0, ,45.54, ,72.0, ,53.0, ,50.0, ,44.0, ,34.0, ,78.0, ,63.0, ,62.0, ,61.0, ,, 
PM10 ,2020-05-22 12:00:00.000,40.0, ,44.53, ,50.0, ,40.54, ,73.0, ,57.0, ,71.0, ,51.0, ,16.0, ,83.0, ,61.0, ,64.0, ,53.0, ,, 
PM10 ,2020-05-22 13:00:00.000,46.0, ,47.73, ,39.0, ,37.59, ,70.0, ,55.0, ,71.0, ,50.0, ,33.0, ,65.0, ,52.0, ,62.0, ,54.0, ,, 
PM10 ,2020-05-22 14:00:00.000,47.0, ,48.4, ,40.0, ,40.39, ,81.0, ,68.0, ,40.0, ,39.0, ,57.0, ,63.0, ,54.0, ,71.0, ,46.0, ,, 
PM10 ,2020-05-22 15:00:00.000,31.0, ,50.36, ,39.0, ,38.13, ,67.0, ,62.0, ,40.0, ,49.0, ,50.0, ,60.0, ,51.0, ,60.0, ,51.0, ,, 
PM10 ,2020-05-22 16:00:00.000,46.0, ,42.92, ,39.0, ,49.06, ,62.0, ,79.0, ,41.0, ,59.0, ,60.0, ,63.0, ,53.0, ,63.0, ,56.0, ,, 
PM10 ,2020-05-22 17:00:00.000,33.0, ,55.87, ,42.0, ,40.66, ,95.0, ,70.0, ,32.0, ,50.0, ,53.0, ,52.0, ,61.0, ,49.0, ,52.0, ,, 
PM10 ,2020-05-22 18:00:00.000,27.0, ,48.12, ,30.0, ,45.64, ,56.0, ,69.0, ,20.0, ,54.0, ,46.0, ,46.0, ,70.0, ,37.0, ,53.0, ,, 
PM10 ,2020-05-22 19:00:00.000,21.0, ,45.52, ,18.0, ,39.3, ,5.0, ,59.0, ,26.0, ,47.0, ,43.0, ,33.0, ,69.0, ,30.0, ,41.0, ,, 
PM10 ,2020-05-22 20:00:00.000,21.0, ,49.51, ,26.0, ,37.62, ,24.0, ,54.0, ,22.0, ,40.0, ,54.0, ,32.0, ,62.0, ,46.0, ,34.0, ,, 
PM10 ,2020-05-22 21:00:00.000,27.0, ,51.88, ,26.0, ,39.34, ,27.0, ,49.0, ,29.0, ,45.0, ,51.0, ,31.0, ,82.0, ,52.0, ,36.0, ,, 
PM10 ,2020-05-22 22:00:00.000,23.0, ,62.48, ,30.0, ,47.75, ,19.0, ,51.0, ,32.0, ,58.0, ,73.0, ,36.0, ,102.0, ,43.0, ,43.0, ,, 
PM10 ,2020-05-22 23:00:00.000,27.0, ,56.49, ,26.0, ,47.7, ,21.0, ,52.0, ,29.0, ,70.0, ,83.0, ,39.0, ,78.0, ,52.0, ,42.0, ,, 
PM10 ,2020-05-23 00:00:00.000,28.0, ,48.85, ,23.0, ,37.95, ,23.0, ,48.0, ,19.0, ,46.0, ,88.0, ,29.0, ,63.0, ,44.0, ,42.0, ,, 
PM10 ,2020-05-23 01:00:00.000,22.0, ,45.15, ,31.0, ,34.81, ,21.0, ,57.0, ,27.0, ,44.0, ,68.0, ,32.0, ,62.0, ,35.0, ,39.0, ,, 
PM10 ,2020-05-23 02:00:00.000,29.0, ,43.77, ,25.0, ,31.04, ,20.0, ,37.0, ,28.0, ,51.0, ,59.0, ,60.0, ,46.0, ,33.0, ,31.0, ,, 
PM10 ,2020-05-23 03:00:00.000,24.0, ,37.29, ,24.0, ,30.64, ,28.0, ,38.0, ,30.0, ,42.0, ,32.0, ,52.0, ,59.0, ,45.0, ,31.0, ,, 
PM10 ,2020-05-23 04:00:00.000,23.0, ,38.55, ,26.0, ,25.96, ,27.0, ,39.0, ,27.0, ,36.0, ,50.0, ,47.0, ,48.0, ,29.0, ,32.0, ,, 
PM10 ,2020-05-23 05:00:00.000,27.0, ,40.59, ,22.0, ,27.83, ,22.0, ,37.0, ,27.0, ,44.0, ,38.0, ,50.0, ,58.0, ,48.0, ,31.0, ,, 
PM10 ,2020-05-23 06:00:00.000,26.0, ,39.97, ,25.0, ,29.46, ,26.0, ,36.0, ,39.0, ,53.0, ,43.0, ,51.0, ,45.0, ,34.0, ,32.0, ,, 
PM10 ,2020-05-23 07:00:00.000,26.0, ,41.03, ,35.0, ,32.57, ,28.0, ,41.0, ,31.0, ,43.0, ,40.0, ,65.0, ,59.0, ,44.0, ,34.0, ,, 
PM10 ,2020-05-23 08:00:00.000,29.0, ,46.23, ,38.0, ,36.8, ,34.0, ,38.0, ,36.0, ,52.0, ,35.0, ,64.0, ,70.0, ,41.0, ,35.0, ,, 
PM10 ,2020-05-23 09:00:00.000,39.0, ,46.8, ,37.0, ,36.56, ,50.0, ,39.0, ,32.0, ,57.0, ,31.0, ,43.0, ,76.0, ,44.0, ,50.0, ,, 
PM10 ,2020-05-23 10:00:00.000,33.0, ,45.66, ,32.0, ,46.36, ,66.0, ,49.0, ,36.0, ,70.0, ,35.0, ,44.0, ,82.0, ,47.0, ,40.0, ,, 
PM10 ,2020-05-23 11:00:00.000,40.0, ,54.06, ,34.0, ,42.06, ,54.0, ,56.0, ,49.0, ,68.0, ,42.0, ,26.0, ,67.0, ,42.0, ,49.0, ,, 
PM10 ,2020-05-23 12:00:00.000,35.0, ,56.22, ,38.0, ,44.81, ,55.0, ,64.0, ,39.0, ,58.0, ,24.0, ,65.0, ,70.0, ,38.0, ,43.0, ,, 
PM10 ,2020-05-23 13:00:00.000,27.0, ,50.54, ,24.0, ,37.11, ,54.0, ,69.0, ,51.0, ,59.0, ,43.0, ,38.0, ,68.0, ,45.0, ,45.0, ,, 
PM10 ,2020-05-23 14:00:00.000,29.0, ,55.18, ,25.0, ,37.71, ,46.0, ,61.0, ,72.0, ,52.0, ,31.0, ,42.0, ,65.0, ,41.0, ,43.0, ,, 
PM10 ,2020-05-23 15:00:00.000,29.0, ,59.61, ,23.0, ,42.95, ,45.0, ,71.0, ,41.0, ,57.0, ,44.0, ,39.0, ,62.0, ,42.0, ,45.0, ,, 
PM10 ,2020-05-23 16:00:00.000,41.0, ,45.71, ,23.0, ,41.99, ,76.0, ,59.0, ,43.0, ,58.0, ,56.0, ,32.0, ,78.0, ,37.0, ,57.0, ,, 
PM10 ,2020-05-23 17:00:00.000,29.0, ,47.14, ,32.0, ,37.11, ,13.0, ,59.0, ,43.0, ,50.0, ,82.0, ,44.0, ,64.0, ,42.0, ,60.0, ,, 
PM10 ,2020-05-23 18:00:00.000,32.0, ,40.62, ,26.0, ,34.9, ,71.0, ,52.0, ,32.0, ,59.0, ,64.0, ,37.0, ,65.0, ,46.0, ,54.0, ,, 
PM10 ,2020-05-23 19:00:00.000,28.0, ,46.16, ,29.0, ,32.9, ,49.0, ,54.0, ,34.0, ,40.0, ,55.0, ,39.0, ,55.0, ,41.0, ,40.0, ,, 
PM10 ,2020-05-23 20:00:00.000,32.0, ,59.43, ,27.0, ,38.94, ,34.0, ,49.0, ,25.0, ,46.0, ,48.0, ,40.0, ,75.0, ,60.0, ,41.0, ,, 
PM10 ,2020-05-23 21:00:00.000,59.0, ,46.88, ,32.0, ,48.02, ,26.0, ,52.0, ,36.0, ,61.0, ,52.0, ,32.0, ,90.0, ,45.0, ,41.0, ,, 
PM10 ,2020-05-23 22:00:00.000,24.0, ,38.32, ,30.0, ,31.95, ,24.0, ,83.0, ,38.0, ,46.0, ,54.0, ,32.0, ,57.0, ,44.0, ,42.0, ,, 
PM10 ,2020-05-23 23:00:00.000,25.0, ,31.9, ,13.0, ,31.92, ,27.0, ,55.0, ,14.0, ,38.0, ,36.0, ,35.0, ,59.0, ,36.0, ,26.0, ,, 
PM10 ,2020-05-24 00:00:00.000,20.0, ,26.54, ,17.0, ,23.85, ,19.0, ,45.0, ,9.0, ,34.0, ,10.0, ,31.0, ,50.0, ,37.0, ,24.0, ,, 
PM10 ,2020-05-24 01:00:00.000,20.0, ,26.78, ,20.0, ,21.04, ,19.0, ,30.0, ,16.0, ,42.0, ,30.0, ,29.0, ,50.0, ,29.0, ,20.0, ,, 
PM10 ,2020-05-24 02:00:00.000,23.0, ,28.5, ,17.0, ,20.64, ,17.0, ,25.0, ,14.0, ,34.0, ,51.0, ,39.0, ,37.0, ,36.0, ,17.0, ,, 
PM10 ,2020-05-24 03:00:00.000,25.0, ,28.64, ,21.0, ,20.65, ,14.0, ,29.0, ,23.0, ,20.0, ,41.0, ,40.0, ,44.0, ,27.0, ,27.0, ,, 
PM10 ,2020-05-24 04:00:00.000,22.0, ,26.45, ,13.0, ,19.17, ,15.0, ,27.0, ,27.0, ,23.0, ,,o,32.0, ,46.0, ,30.0, ,23.0, ,, 
PM10 ,2020-05-24 05:00:00.000,18.0, ,23.43, ,16.0, ,16.88, ,16.0, ,18.0, ,21.0, ,19.0, ,,x,49.0, ,40.0, ,32.0, ,24.0, ,, 
PM10 ,2020-05-24 06:00:00.000,15.0, ,22.79, ,9.0, ,15.73, ,15.0, ,20.0, ,20.0, ,23.0, ,21.0, ,21.0, ,41.0, ,31.0, ,16.0, ,, 
PM10 ,2020-05-24 07:00:00.000,10.0, ,22.26, ,10.0, ,16.62, ,12.0, ,24.0, ,18.0, ,25.0, ,24.0, ,40.0, ,39.0, ,,a,15.0, ,, 
PM10 ,2020-05-24 08:00:00.000,18.0, ,26.12, ,7.0, ,21.16, ,12.0, ,18.0, ,18.0, ,26.0, ,15.0, ,45.0, ,48.0, ,28.0, ,18.0, ,, 
PM10 ,2020-05-24 09:00:00.000,23.0, ,30.86, ,16.0, ,25.42, ,25.0, ,26.0, ,25.0, ,33.0, ,21.0, ,30.0, ,49.0, ,40.0, ,24.0, ,, 
PM10 ,2020-05-24 10:00:00.000,24.0, ,31.82, ,20.0, ,31.07, ,37.0, ,28.0, ,31.0, ,41.0, ,24.0, ,34.0, ,58.0, ,,x,28.0, ,, 
PM10 ,2020-05-24 11:00:00.000,27.0, ,30.17, ,19.0, ,28.33, ,37.0, ,29.0, ,36.0, ,36.0, ,31.0, ,42.0, ,59.0, ,41.0, ,40.0, ,, 
PM10 ,2020-05-24 12:00:00.000,14.0, ,29.14, ,15.0, ,30.24, ,42.0, ,33.0, ,39.0, ,35.0, ,24.0, ,38.0, ,53.0, ,30.0, ,32.0, ,, 
PM10 ,2020-05-24 13:00:00.000,21.0, ,33.3, ,17.0, ,25.66, ,51.0, ,40.0, ,47.0, ,35.0, ,27.0, ,23.0, ,54.0, ,48.0, ,32.0, ,, 
PM10 ,2020-05-24 14:00:00.000,24.0, ,39.53, ,20.0, ,29.56, ,47.0, ,43.0, ,58.0, ,46.0, ,26.0, ,47.0, ,54.0, ,35.0, ,32.0, ,, 
PM10 ,2020-05-24 15:00:00.000,28.0, ,42.79, ,16.0, ,31.57, ,80.0, ,44.0, ,35.0, ,39.0, ,50.0, ,36.0, ,62.0, ,39.0, ,37.0, ,, 
PM10 ,2020-05-24 16:00:00.000,33.0, ,44.81, ,18.0, ,32.3, ,40.0, ,51.0, ,35.0, ,46.0, ,40.0, ,33.0, ,74.0, ,47.0, ,53.0, ,, 
PM10 ,2020-05-24 17:00:00.000,41.0, ,48.32, ,29.0, ,37.18, ,31.0, ,48.0, ,42.0, ,48.0, ,49.0, ,44.0, ,69.0, ,60.0, ,64.0, ,, 
PM10 ,2020-05-24 18:00:00.000,26.0, ,51.06, ,23.0, ,42.23, ,29.0, ,72.0, ,37.0, ,53.0, ,46.0, ,45.0, ,67.0, ,52.0, ,56.0, ,, 
PM10 ,2020-05-24 19:00:00.000,30.0, ,56.03, ,24.0, ,43.99, ,18.0, ,80.0, ,31.0, ,50.0, ,58.0, ,32.0, ,72.0, ,52.0, ,35.0, ,, 
PM10 ,2020-05-24 20:00:00.000,42.0, ,42.05, ,28.0, ,37.0, ,19.0, ,52.0, ,33.0, ,58.0, ,45.0, ,37.0, ,107.0, ,41.0, ,49.0, ,, 
PM10 ,2020-05-24 21:00:00.000,30.0, ,34.54, ,25.0, ,29.01, ,23.0, ,53.0, ,27.0, ,35.0, ,57.0, ,41.0, ,39.0, ,33.0, ,41.0, ,, 
PM10 ,2020-05-24 22:00:00.000,26.0, ,23.91, ,21.0, ,28.1, ,23.0, ,50.0, ,18.0, ,24.0, ,19.0, ,39.0, ,36.0, ,28.0, ,22.0, ,, 
PM10 ,2020-05-24 23:00:00.000,20.0, ,22.85, ,19.0, ,18.44, ,21.0, ,40.0, ,,l,22.0, ,8.0, ,34.0, ,40.0, ,37.0, ,22.0, ,, 
PM10 ,2020-05-25 00:00:00.000,16.0, ,19.72, ,27.0, ,19.93, ,19.0, ,32.0, ,11.0, ,27.0, ,12.0, ,36.0, ,46.0, ,28.0, ,17.0, ,, 
PM10 ,2020-05-25 01:00:00.000,12.0, ,18.86, ,14.0, ,14.25, ,14.0, ,22.0, ,13.0, ,23.0, ,14.0, ,39.0, ,30.0, ,28.0, ,12.0, ,, 
PM10 ,2020-05-25 02:00:00.000,16.0, ,19.19, ,10.0, ,18.4, ,12.0, ,17.0, ,14.0, ,31.0, ,27.0, ,22.0, ,27.0, ,25.0, ,13.0, ,, 
PM10 ,2020-05-25 03:00:00.000,12.0, ,23.48, ,15.0, ,14.48, ,14.0, ,21.0, ,17.0, ,20.0, ,24.0, ,24.0, ,38.0, ,23.0, ,17.0, ,, 
PM10 ,2020-05-25 04:00:00.000,16.0, ,27.58, ,24.0, ,17.7, ,27.0, ,17.0, ,14.0, ,18.0, ,42.0, ,39.0, ,45.0, ,29.0, ,21.0, ,, 
PM10 ,2020-05-25 05:00:00.000,17.0, ,28.85, ,27.0, ,19.12, ,20.0, ,20.0, ,23.0, ,28.0, ,25.0, ,28.0, ,38.0, ,26.0, ,20.0, ,, 
PM10 ,2020-05-25 06:00:00.000,17.0, ,33.62, ,29.0, ,21.66, ,20.0, ,23.0, ,24.0, ,28.0, ,17.0, ,49.0, ,42.0, ,26.0, ,30.0, ,, 
PM10 ,2020-05-25 07:00:00.000,24.0, ,31.45, ,19.0, ,27.49, ,23.0, ,31.0, ,31.0, ,39.0, ,26.0, ,46.0, ,44.0, ,25.0, ,32.0, ,, 
PM10 ,2020-05-25 08:00:00.000,27.0, ,38.2, ,26.0, ,37.23, ,31.0, ,55.0, ,41.0, ,31.0, ,27.0, ,44.0, ,44.0, ,35.0, ,43.0, ,, 
PM10 ,2020-05-25 09:00:00.000,27.0, ,42.38, ,37.0, ,37.29, ,30.0, ,37.0, ,32.0, ,52.0, ,27.0, ,41.0, ,40.0, ,25.0, ,37.0, ,, 
PM10 ,2020-05-25 10:00:00.000,38.0, ,46.44, ,38.0, ,33.79, ,55.0, ,41.0, ,46.0, ,48.0, ,21.0, ,47.0, ,54.0, ,34.0, ,35.0, ,, 
PM10 ,2020-05-25 11:00:00.000,28.0, ,45.18, ,52.0, ,36.67, ,55.0, ,42.0, ,46.0, ,47.0, ,18.0, ,63.0, ,59.0, ,38.0, ,39.0, ,, 
PM10 ,2020-05-25 12:00:00.000,38.0, ,39.52, ,39.0, ,33.16, ,56.0, ,40.0, ,70.0, ,44.0, ,20.0, ,67.0, ,66.0, ,42.0, ,44.0, ,, 
PM10 ,2020-05-25 13:00:00.000,26.0, ,36.7, ,27.0, ,35.35, ,67.0, ,59.0, ,68.0, ,39.0, ,23.0, ,66.0, ,51.0, ,38.0, ,34.0, ,, 
PM10 ,2020-05-25 14:00:00.000,18.0, ,38.44, ,26.0, ,34.25, ,62.0, ,58.0, ,36.0, ,39.0, ,57.0, ,50.0, ,59.0, ,39.0, ,36.0, ,, 
PM10 ,2020-05-25 15:00:00.000,25.0, ,37.42, ,23.0, ,32.75, ,53.0, ,59.0, ,32.0, ,44.0, ,43.0, ,43.0, ,62.0, ,39.0, ,34.0, ,, 
PM10 ,2020-05-25 16:00:00.000,26.0, ,42.11, ,22.0, ,38.57, ,47.0, ,62.0, ,31.0, ,50.0, ,39.0, ,35.0, ,59.0, ,41.0, ,35.0, ,, 
PM10 ,2020-05-25 17:00:00.000,31.0, ,50.53, ,30.0, ,41.2, ,53.0, ,59.0, ,43.0, ,47.0, ,43.0, ,42.0, ,70.0, ,43.0, ,36.0, ,, 
PM10 ,2020-05-25 18:00:00.000,34.0, ,46.28, ,26.0, ,43.73, ,81.0, ,58.0, ,41.0, ,54.0, ,47.0, ,48.0, ,70.0, ,46.0, ,50.0, ,, 
PM10 ,2020-05-25 19:00:00.000,30.0, ,48.27, ,30.0, ,45.25, ,16.0, ,46.0, ,36.0, ,52.0, ,43.0, ,45.0, ,70.0, ,49.0, ,38.0, ,, 
PM10 ,2020-05-25 20:00:00.000,38.0, ,59.06, ,30.0, ,47.51, ,29.0, ,53.0, ,32.0, ,46.0, ,56.0, ,43.0, ,79.0, ,64.0, ,44.0, ,, 
PM10 ,2020-05-25 21:00:00.000,44.0, ,36.77, ,23.0, ,50.7, ,66.0, ,60.0, ,33.0, ,129.0, ,50.0, ,55.0, ,94.0, ,47.0, ,60.0, ,, 
PM10 ,2020-05-25 22:00:00.000,24.0, ,28.92, ,25.0, ,26.72, ,8.0, ,95.0, ,31.0, ,31.0, ,40.0, ,48.0, ,46.0, ,35.0, ,49.0, ,, 
PM10 ,2020-05-25 23:00:00.000,17.0, ,29.21, ,9.0, ,25.37, ,12.0, ,41.0, ,,l,24.0, ,35.0, ,46.0, ,43.0, ,66.0, ,35.0, ,, 
PM10 ,2020-05-26 00:00:00.000,22.0, ,30.38, ,21.0, ,20.89, ,14.0, ,24.0, ,2.0, ,35.0, ,26.0, ,33.0, ,46.0, ,36.0, ,33.0, ,, 
PM10 ,2020-05-26 01:00:00.000,21.0, ,25.03, ,18.0, ,21.47, ,11.0, ,24.0, ,18.0, ,31.0, ,11.0, ,40.0, ,38.0, ,44.0, ,26.0, ,, 
PM10 ,2020-05-26 02:00:00.000,20.0, ,22.13, ,26.0, ,16.07, ,14.0, ,24.0, ,20.0, ,8.0, ,17.0, ,46.0, ,36.0, ,22.0, ,21.0, ,, 
PM10 ,2020-05-26 03:00:00.000,21.0, ,17.09, ,20.0, ,18.3, ,18.0, ,32.0, ,13.0, ,19.0, ,27.0, ,42.0, ,43.0, ,33.0, ,31.0, ,, 
